x0,x1,x2,y,x3,x4,x5,x6,x7,x8
A0,A15,A1,120,4,87,0.99,1,263.0,431.2857142857143
A2,A4,A1,175,3,6,0.57,1,5.0,431.85714285714283
A2,A13,A1,225,59,0,,1,358.0,
A2,A17,A1,85,7,2,0.08,1,0.0,336.0
A1,A3,A0,78,1,4,0.41,2,363.0,405.57142857142856
A0,A15,,80,1,3,0.06,1,,230.0
A1,A39,A0,55,1,14,2.22,1,,428.7142857142857
A0,A1,A0,50,1,4,3.75,1,349.0,430.14285714285717
A2,A7,A1,100,4,0,,2,0.0,
A2,A14,A0,79,28,0,,3,70.0,
A2,A26,A1,90,30,5,0.25,8,,394.57142857142856
A0,A18,A1,225,3,0,,1,0.0,
A2,A70,A0,129,1,47,2.8,3,364.0,427.2857142857143
A0,A1,A0,78,3,108,2.17,6,158.0,426.42857142857144
A2,A44,A1,180,1,0,,1,,
A0,A16,A1,140,3,15,2.76,2,240.0,428.2857142857143
A3,A108,A0,59,14,13,0.4,4,340.0,404.85714285714283
A3,A115,A1,150,1,6,0.53,1,191.0,397.7142857142857
A2,A21,A1,400,2,9,0.25,1,,321.2857142857143
A0,A63,A0,27,1,1,0.06,1,0.0,358.0
A0,A1,A1,189,7,7,0.1,2,303.0,316.0
A0,A0,A0,100,3,3,0.08,1,89.0,393.0
A2,A4,A1,250,4,11,0.35,1,,315.14285714285717
A2,A7,A1,190,2,118,2.74,1,,429.42857142857144
A0,A89,A1,120,43,0,,1,0.0,
A2,A17,A0,90,1,0,,1,0.0,
A2,A67,A1,495,7,25,0.27,2,338.0,430.85714285714283
A0,A15,,200,1,17,0.77,2,87.0,430.85714285714283
A0,A16,A0,85,2,24,0.58,1,0.0,318.85714285714283
A2,A6,A1,200,4,47,3.31,1,0.0,422.2857142857143
A0,A15,A0,500,3,1,0.14,1,,401.2857142857143
A2,A21,A0,100,1,0,,1,0.0,
A1,A46,A0,59,1,8,0.12,5,,319.42857142857144
A2,A21,A1,260,2,2,0.32,2,28.0,430.42857142857144
A0,A15,A0,55,28,0,,1,365.0,
A3,A116,A0,69,1,3,3.0,2,,430.85714285714283
A1,A2,A1,150,1,19,0.83,1,0.0,354.2857142857143
A0,A18,A1,200,3,1,0.73,1,50.0,426.42857142857144
A2,A17,A1,225,2,3,0.24,1,6.0,382.14285714285717
A0,A0,A0,99,1,74,1.34,3,290.0,427.85714285714283
A0,A15,A1,220,5,1,0.03,1,0.0,300.14285714285717
A2,A13,A1,325,3,2,0.04,1,0.0,233.0
A2,A83,A1,450,14,13,0.77,4,365.0,423.2857142857143
A3,A117,A1,76,7,24,0.71,1,0.0,386.57142857142856
A2,A13,A1,299,4,7,0.19,1,0.0,337.57142857142856
A2,A13,A0,150,300,2,0.1,1,365.0,353.14285714285717
A2,A21,A0,90,14,0,,1,0.0,
A2,A19,A1,75,5,0,,1,,
A2,A6,A1,412,30,0,,1,,
A2,A28,A1,150,2,0,,1,0.0,
A2,A4,A0,140,14,1,0.02,1,0.0,248.57142857142858
A1,A9,A1,204,4,188,4.49,1,0.0,431.42857142857144
A2,A26,A0,100,1,32,5.45,4,184.0,430.0
A2,A7,A0,100,1,58,0.83,2,316.0,431.14285714285717
A0,A15,A0,200,1,0,,1,,
A2,A44,A0,30,2,1,0.03,1,,304.0
A0,A0,A0,85,1,1,0.15,1,,403.57142857142856
A0,A1,A0,50,1,1,1.0,1,51.0,431.14285714285717
A0,A36,A0,64,2,35,0.46,1,329.0,409.85714285714283
A0,A15,A1,190,4,4,0.32,1,17.0,425.85714285714283
A2,A13,,325,1,0,,10,259.0,
A1,A47,A0,55,4,2,0.65,5,89.0,426.7142857142857
A0,A16,A0,54,9,23,0.53,8,,425.14285714285717
A0,A59,A1,98,4,15,0.49,2,341.0,422.85714285714283
A2,A21,A1,145,3,27,1.33,1,7.0,425.85714285714283
A2,A77,A1,60,14,12,0.19,1,0.0,325.42857142857144
A0,A15,A1,120,3,2,0.32,1,0.0,426.2857142857143
A2,A44,A1,99,2,54,3.54,1,98.0,429.42857142857144
A0,A10,A1,211,3,8,1.2,1,90.0,428.14285714285717
A2,A40,A1,136,4,0,,1,148.0,
A1,A58,A1,196,2,21,1.87,3,202.0,430.85714285714283
A1,A5,A1,175,1,21,1.2,1,,417.42857142857144
A0,A16,A1,200,3,1,0.16,1,5.0,405.14285714285717
A0,A15,A1,200,3,3,0.42,1,0.0,422.85714285714283
A0,A0,A0,41,20,1,0.08,1,0.0,376.14285714285717
A0,A15,A1,223,2,17,4.47,1,310.0,431.2857142857143
A0,A15,A0,80,1,2,0.05,1,,248.85714285714286
A2,A38,A1,164,29,0,,96,326.0,
A3,A167,A1,60,2,105,3.61,1,131.0,428.14285714285717
A0,A1,A0,70,3,36,0.95,1,0.0,325.57142857142856
A2,A44,A1,675,28,1,0.23,49,251.0,413.14285714285717
A1,A23,A0,42,30,2,0.6,23,204.0,422.7142857142857
A2,A13,A1,150,2,1,0.02,1,0.0,246.71428571428572
A0,A15,A0,70,9,1,0.19,2,,409.42857142857144
A0,A16,A0,42,2,35,1.69,1,0.0,381.85714285714283
A0,A16,A0,40,7,5,0.11,1,0.0,280.14285714285717
A3,A49,A0,75,2,63,1.8,2,150.0,424.7142857142857
A1,A56,A0,51,2,60,3.93,5,125.0,431.0
A0,A1,A1,119,3,6,0.2,1,0.0,347.7142857142857
A1,A93,A0,99,3,1,1.0,1,95.0,430.7142857142857
A0,A16,A0,55,2,2,0.32,1,,405.14285714285717
A0,A1,A0,67,30,31,3.41,6,333.0,428.85714285714283
A2,A44,A1,489,3,1,1.0,1,259.0,430.14285714285717
A2,A35,A1,160,3,90,3.17,1,147.0,429.7142857142857
A2,A17,A1,165,4,3,1.55,1,0.0,426.7142857142857
A2,A6,A1,150,1,94,1.48,2,215.0,429.85714285714283
A2,A7,A0,85,2,36,0.53,1,,430.2857142857143
A4,A106,A1,70,2,242,4.09,1,,430.85714285714283
A2,A70,A1,305,2,108,1.09,1,201.0,430.85714285714283
A0,A18,A0,41,1,1,0.45,2,52.0,422.85714285714283
A2,A13,A1,120,10,0,,1,,
A3,A113,A2,28,1,4,2.07,7,64.0,428.57142857142856
A2,A35,A1,109,3,42,1.13,3,7.0,428.42857142857144
A0,A15,A1,200,20,0,,1,0.0,
A2,A13,A1,133,30,0,,91,312.0,
A0,A36,A0,640,3,3,0.2,1,18.0,391.57142857142856
A1,A5,A0,65,2,183,2.82,1,,428.0
A4,A187,A0,55,2,4,0.2,5,355.0,392.7142857142857
A0,A1,A0,55,1,6,1.29,2,,421.85714285714283
A0,A12,A0,189,3,21,0.49,13,0.0,372.0
A2,A21,A0,90,1,8,0.26,2,,353.14285714285717
A2,A6,A1,195,1,9,6.14,2,267.0,431.0
A2,A26,A1,140,1,0,,1,,
A1,A135,A0,41,1,24,2.47,3,351.0,430.57142857142856
A0,A1,A0,42,30,0,,27,312.0,
A0,A12,A1,100,4,26,0.57,1,0.0,398.42857142857144
A2,A44,A1,137,1,10,1.03,17,,422.85714285714283
A2,A19,A1,80,4,3,0.05,1,0.0,401.42857142857144
A2,A44,A1,180,2,18,1.22,1,4.0,426.85714285714283
A0,A15,A1,110,6,4,0.15,1,0.0,371.14285714285717
A2,A6,A1,199,30,1,0.09,87,329.0,382.85714285714283
A2,A6,A0,180,3,191,3.29,1,161.0,429.2857142857143
A4,A212,A1,100,2,11,2.09,2,259.0,431.7142857142857
A0,A10,,85,14,4,0.15,2,275.0,426.57142857142856
A0,A25,A1,75,3,12,1.21,1,167.0,430.85714285714283
A2,A21,A0,110,2,46,1.17,4,307.0,427.7142857142857
A0,A22,A1,110,1,45,2.31,1,,428.85714285714283
A2,A17,A0,40,1,22,2.33,2,,430.7142857142857
A2,A7,A0,69,3,0,,1,0.0,
A3,A95,A0,87,2,1,0.05,1,0.0,351.2857142857143
A2,A21,A1,121,2,6,0.09,1,156.0,388.2857142857143
A0,A85,A1,110,10,0,,1,0.0,
A0,A1,A1,75,3,163,1.96,2,218.0,429.2857142857143
A2,A77,A0,50,5,0,,1,,
A2,A19,A0,55,1,1,0.37,1,,420.57142857142856
A2,A4,A1,225,2,47,5.38,1,,430.0
A0,A15,A1,100,20,10,0.42,1,45.0,403.7142857142857
A0,A16,A1,154,3,26,1.41,3,341.0,429.14285714285717
A0,A0,A0,58,4,1,0.02,1,,248.71428571428572
A1,A69,A1,185,2,30,2.9,1,146.0,430.85714285714283
A2,A44,A0,130,3,10,0.38,1,0.0,338.14285714285717
A2,A40,A0,118,6,0,,2,0.0,
A0,A12,A1,160,2,23,0.94,1,30.0,431.57142857142856
A2,A44,A1,180,30,1,0.03,49,364.0,270.42857142857144
A0,A1,A0,30,3,16,0.53,6,57.0,427.7142857142857
A0,A0,A0,29,5,3,0.1,1,206.0,405.14285714285717
A2,A13,A0,77,1,52,2.41,1,198.0,430.85714285714283
A3,A113,A0,65,2,64,0.87,1,307.0,429.42857142857144
A0,A1,A1,125,7,0,,1,0.0,
A2,A6,A1,399,5,21,3.44,1,118.0,431.85714285714283
A0,A0,A0,44,5,2,0.2,1,0.0,400.85714285714283
A2,A35,A1,200,1,15,0.72,1,29.0,430.7142857142857
A2,A26,A0,54,4,0,,1,0.0,
A2,A4,A1,199,4,52,1.25,1,1.0,329.0
A2,A6,A0,129,1,97,4.03,3,132.0,429.7142857142857
A0,A22,A0,40,10,0,,1,0.0,
A2,A4,A1,549,4,17,0.33,3,6.0,351.2857142857143
A2,A26,A1,180,2,18,0.33,1,,330.85714285714283
A0,A15,A0,80,1,0,,3,0.0,
A1,A47,A0,89,1,0,,5,359.0,
A0,A18,A1,220,12,13,0.31,3,,427.7142857142857
A2,A26,A1,70,2,16,2.24,1,,428.85714285714283
A0,A15,A1,159,3,14,0.3,1,,426.2857142857143
A0,A63,A0,139,1,3,0.06,2,,237.28571428571428
A0,A1,A0,90,3,126,1.17,4,343.0,424.85714285714283
A0,A1,A0,50,2,12,0.61,5,10.0,429.57142857142856
A1,A5,A1,100,3,1,0.05,1,0.0,353.0
A2,A14,A1,250,14,0,,1,0.0,
A2,A35,A0,135,1,6,0.12,1,0.0,266.7142857142857
A3,A20,A0,50,3,61,2.17,2,22.0,430.0
A2,A40,A1,850,1,3,3.0,1,341.0,430.0
A2,A41,A1,519,2,10,1.86,1,165.0,430.2857142857143
A2,A17,A0,55,3,8,0.22,1,0.0,326.0
A1,A23,A0,50,1,2,2.0,1,35.0,431.85714285714283
A2,A44,A1,800,3,13,4.59,1,,429.42857142857144
A2,A13,A1,250,4,3,0.08,1,,405.2857142857143
A2,A72,A0,70,30,1,0.16,1,172.0,405.14285714285717
A2,A7,A1,150,4,67,2.7,3,242.0,430.85714285714283
A0,A15,A1,135,1,24,1.42,2,36.0,430.42857142857144
A2,A17,A0,80,2,2,0.08,2,0.0,329.2857142857143
A2,A44,A0,99,1,112,4.66,1,,377.85714285714283
A1,A3,A0,65,1,426,7.53,4,312.0,429.0
A1,A53,A2,40,1,1,0.16,1,,404.85714285714283
A2,A21,A1,225,2,6,0.57,1,87.0,408.2857142857143
A2,A7,A0,90,2,25,3.66,6,,430.0
A2,A38,A1,300,30,0,,49,,
A2,A41,A0,99,3,46,2.49,3,,429.42857142857144
A0,A15,A1,160,31,0,,1,54.0,
A1,A80,A0,50,1,10,10.0,8,273.0,431.42857142857144
A0,A52,A0,70,2,0,,1,365.0,
A2,A44,A0,230,8,4,0.17,1,87.0,367.42857142857144
A2,A44,A1,110,200,92,0.9,1,140.0,422.14285714285717
A0,A36,A1,150,2,77,2.56,1,142.0,430.42857142857144
A0,A52,A2,27,5,0,,1,0.0,
A1,A47,A0,60,1,4,0.22,1,0.0,385.85714285714283
A2,A21,A1,10,30,0,,4,137.0,
A1,A31,A0,33,1,16,0.53,1,361.0,425.0
A1,A47,,55,3,44,3.75,1,37.0,431.0
A0,A12,A1,70,13,8,0.33,1,,335.0
A2,A19,A0,50,30,2,0.21,34,281.0,424.85714285714283
A0,A1,A0,206,1,1,0.05,2,365.0,337.85714285714283
A2,A7,A1,180,2,3,0.16,1,41.0,376.7142857142857
A0,A57,A0,48,30,0,,25,,
A0,A0,A0,45,3,8,0.31,2,0.0,417.7142857142857
A0,A76,A0,40,1,5,0.61,8,0.0,416.0
A2,A17,A1,150,2,69,3.36,1,,431.2857142857143
A0,A48,A1,125,3,25,1.57,1,,428.2857142857143
A0,A12,A1,120,2,6,0.13,1,0.0,235.85714285714286
A0,A1,A1,120,3,12,2.13,1,0.0,428.0
A2,A21,A0,115,1,37,2.55,1,128.0,427.2857142857143
A0,A15,,95,4,204,3.1,2,22.0,428.85714285714283
A0,A12,A0,80,5,2,0.05,1,0.0,274.14285714285717
A2,A44,A0,450,3,0,,1,160.0,
A0,A16,A0,108,3,12,0.79,1,112.0,415.14285714285717
A3,A163,A0,39,1,57,2.38,3,,423.14285714285717
A2,A77,A1,200,1,0,,1,11.0,
A1,A23,A2,38,30,0,,6,358.0,
A1,A9,A1,250,3,0,,1,364.0,
A0,A1,A1,115,2,59,1.02,5,337.0,427.7142857142857
A0,A22,A2,30,3,27,1.25,2,1.0,430.0
A0,A16,A0,99,1,4,0.32,1,0.0,380.57142857142856
A0,A57,A1,200,1,0,,2,0.0,
A1,A5,A0,49,1,19,0.96,1,0.0,430.0
A2,A21,A1,400,3,1,0.02,1,0.0,196.57142857142858
A1,A5,A0,49,1,12,0.37,1,0.0,329.2857142857143
A2,A6,A1,100,1,0,,1,,
A2,A4,A1,200,3,3,0.16,1,11.0,420.85714285714283
A0,A59,A1,129,2,3,0.16,1,0.0,397.0
A0,A15,A0,60,3,0,,1,0.0,
A2,A66,A1,455,30,93,1.36,2,332.0,405.42857142857144
A0,A16,A0,45,30,17,0.43,4,335.0,427.7142857142857
A0,A15,A0,95,3,24,0.73,1,5.0,378.0
A1,A93,A1,250,1,0,,1,90.0,
A1,A27,A0,35,29,0,,15,5.0,
A0,A1,A1,175,2,1,0.16,1,0.0,405.2857142857143
A1,A5,A0,90,1,2,1.25,2,90.0,427.0
A2,A6,A1,125,30,3,0.14,31,,374.7142857142857
A2,A44,A1,319,4,9,0.24,1,358.0,388.85714285714283
A3,A164,A0,80,1,0,,4,365.0,
A2,A26,A1,199,4,10,0.26,1,0.0,422.85714285714283
A2,A21,A0,145,4,64,2.46,1,,430.7142857142857
A0,A22,A0,80,2,0,,1,88.0,
A2,A17,A0,175,2,1,0.11,1,365.0,392.85714285714283
A2,A38,A1,220,4,0,,1,6.0,
A0,A59,A1,190,4,26,1.18,1,,429.85714285714283
A2,A44,A1,75,30,13,0.23,14,,407.42857142857144
A0,A22,A1,77,2,136,3.0,2,265.0,431.0
A0,A29,A1,150,3,0,,1,0.0,
A1,A47,A0,95,2,126,1.98,1,39.0,430.7142857142857
A2,A13,A0,111,2,8,2.58,3,344.0,429.85714285714283
A2,A26,A0,65,2,42,1.31,2,0.0,428.42857142857144
A2,A26,A1,265,6,33,4.16,1,95.0,428.85714285714283
A3,A175,A0,125,1,0,,1,0.0,
A1,A56,A0,65,1,43,4.94,3,48.0,429.85714285714283
A0,A1,A1,130,3,1,0.09,1,17.0,387.0
A2,A50,A0,90,20,0,,1,188.0,
A2,A26,A1,249,3,55,1.75,2,,430.85714285714283
A2,A4,A1,180,1,1,1.0,3,,430.14285714285717
A0,A15,A0,135,1,1,0.02,1,,188.14285714285714
A0,A22,A0,160,2,156,2.54,2,307.0,431.0
A0,A0,A0,90,2,0,,1,0.0,
A2,A17,A0,59,1,6,4.62,1,74.0,430.85714285714283
A0,A0,A0,65,7,0,,3,63.0,
A1,A5,A0,130,2,5,2.34,1,6.0,429.85714285714283
A2,A6,A1,200,2,25,0.68,1,0.0,368.85714285714283
A1,A79,A0,100,5,0,,1,0.0,
A2,A83,A0,70,14,0,,1,0.0,
A0,A12,A0,91,3,241,2.49,1,287.0,430.0
A0,A12,A0,35,30,5,0.07,1,,160.28571428571428
A2,A44,A0,95,3,62,2.39,3,86.0,428.42857142857144
A2,A28,A0,65,14,8,0.58,2,35.0,428.85714285714283
A3,A116,A2,49,1,2,0.94,2,358.0,427.0
A2,A61,A1,215,1,0,,1,158.0,
A1,A105,A0,28,1,21,6.49,1,14.0,429.2857142857143
A0,A0,A0,50,7,0,,1,0.0,
A2,A26,A0,110,1,0,,1,0.0,
A2,A44,A0,195,3,67,1.64,1,265.0,430.42857142857144
A2,A6,A1,166,30,7,0.18,31,195.0,405.42857142857144
A2,A35,A1,133,14,177,2.82,2,221.0,422.57142857142856
A0,A1,A0,60,1,11,0.32,1,0.0,340.85714285714283
A1,A23,A1,115,3,15,1.88,1,10.0,430.0
A1,A9,A0,76,3,9,0.97,1,112.0,428.85714285714283
A2,A61,A0,250,1,10,0.26,1,364.0,419.42857142857144
A2,A26,A1,99,30,0,,5,,
A0,A0,A1,249,3,193,3.61,1,344.0,427.2857142857143
A0,A36,A0,80,3,4,0.15,1,,428.57142857142856
A2,A17,A0,60,1,229,6.25,3,310.0,431.57142857142856
A0,A0,A1,400,11,1,0.05,1,0.0,341.85714285714283
A2,A14,A1,150,4,1,0.05,1,6.0,352.85714285714283
A2,A6,A1,199,2,5,0.11,1,0.0,268.42857142857144
A3,A115,A1,110,7,0,,2,40.0,
A2,A14,A0,99,12,60,1.6,1,0.0,426.57142857142856
A0,A1,A1,167,1,8,4.62,2,80.0,430.14285714285717
A0,A1,A1,80,1,107,4.28,2,240.0,429.14285714285717
A2,A67,A1,145,2,52,0.86,1,0.0,429.14285714285717
A2,A21,A1,199,3,1,0.03,1,,287.85714285714283
A0,A15,A1,300,5,0,,1,0.0,
A2,A13,A1,188,3,0,,1,0.0,
A0,A36,A1,140,5,2,0.31,2,25.0,405.7142857142857
A2,A38,A1,229,2,3,1.55,327,340.0,428.42857142857144
A2,A41,A1,177,29,0,,327,343.0,
A2,A66,A1,145,1,3,0.07,1,0.0,248.57142857142858
A1,A189,A0,37,2,8,0.37,5,0.0,397.7142857142857
A1,A92,A0,70,1,22,0.89,6,0.0,339.7142857142857
A0,A15,A1,220,7,2,0.04,1,0.0,282.14285714285717
A2,A44,A0,325,1,0,,1,0.0,
A2,A21,A0,75,4,5,1.9,1,,425.85714285714283
A2,A13,A0,65,30,1,1.0,4,211.0,430.85714285714283
A2,A17,A0,88,30,0,,7,,
A0,A15,A1,200,4,3,0.31,1,,392.57142857142856
A2,A50,A1,130,4,17,1.1,1,,423.7142857142857
A2,A21,A0,75,5,4,0.09,2,0.0,308.2857142857143
A2,A6,A1,499,3,6,4.62,1,,431.7142857142857
A2,A21,A0,79,5,8,0.85,1,51.0,421.85714285714283
A0,A25,A0,90,1,10,3.75,4,365.0,430.14285714285717
A2,A19,,51,1,4,0.31,1,0.0,404.85714285714283
A0,A16,A0,49,4,4,0.07,2,8.0,206.28571428571428
A0,A15,A1,280,1,124,1.77,1,359.0,429.85714285714283
A2,A14,A1,154,2,4,0.59,1,12.0,431.0
A0,A8,A1,800,7,2,0.11,1,,382.2857142857143
A0,A63,A1,129,2,137,3.55,2,133.0,431.14285714285717
A0,A16,A1,245,2,5,0.79,1,128.0,427.0
A2,A45,A1,175,3,0,,1,0.0,
A0,A15,A1,250,3,1,0.05,1,0.0,352.57142857142856
A0,A62,A0,54,1,18,0.61,8,,397.85714285714283
A1,A5,A1,149,4,5,0.15,1,66.0,366.7142857142857
A2,A146,A0,165,3,9,3.7,1,90.0,427.2857142857143
A0,A15,A0,55,2,68,3.67,4,279.0,431.2857142857143
A1,A93,A1,300,1,67,1.34,1,344.0,431.85714285714283
A2,A21,A1,199,2,30,1.41,1,34.0,429.85714285714283
A1,A39,A0,40,3,1,0.65,1,305.0,425.57142857142856
A2,A21,A1,295,1,261,3.82,1,245.0,427.7142857142857
A0,A1,A0,42,2,8,0.5,1,,406.85714285714283
A0,A15,A0,62,2,64,5.35,2,26.0,428.0
A0,A59,A1,110,3,88,2.76,1,,431.14285714285717
A2,A17,A1,185,1,102,1.19,2,91.0,428.42857142857144
A2,A21,A1,150,5,2,0.06,1,0.0,288.0
A0,A16,A0,50,1,0,,1,0.0,
A2,A28,A1,450,1,1,1.0,1,,430.2857142857143
A0,A29,,120,2,125,2.75,1,177.0,431.57142857142856
A2,A13,A0,95,2,211,2.54,3,,429.57142857142856
A2,A21,A1,250,3,12,0.25,1,0.0,358.85714285714283
A0,A15,A0,70,3,2,0.32,1,223.0,427.85714285714283
A2,A14,A1,175,3,4,0.38,1,0.0,421.85714285714283
A0,A15,A1,280,2,19,0.99,1,0.0,399.57142857142856
A0,A0,A0,103,8,5,0.21,1,,386.7142857142857
A0,A62,A1,175,1,17,0.56,1,0.0,386.85714285714283
A2,A13,A0,119,1,96,1.16,1,0.0,320.42857142857144
A2,A26,A1,160,30,0,,49,364.0,
A0,A15,A0,65,1,122,4.82,2,11.0,429.42857142857144
A2,A17,A1,150,1,2,0.07,3,0.0,365.57142857142856
A2,A14,A1,199,5,5,0.08,1,0.0,265.57142857142856
A2,A26,A1,500,2,1,0.03,1,0.0,300.42857142857144
A2,A44,A0,82,15,3,1.02,2,0.0,422.0
A2,A6,A1,125,30,6,0.19,31,323.0,423.42857142857144
A0,A15,A1,180,1,0,,1,,
A0,A16,A0,36,2,8,0.37,26,311.0,386.2857142857143
A0,A1,A0,51,1,4,2.86,3,0.0,429.85714285714283
A2,A4,A1,200,4,1,1.0,1,228.0,431.85714285714283
A2,A14,,158,1,5,0.18,1,0.0,319.42857142857144
A1,A56,A0,45,2,6,1.54,6,,429.0
A2,A21,A0,100,2,1,0.03,1,0.0,278.85714285714283
A0,A16,A1,140,3,14,1.05,2,229.0,428.2857142857143
A2,A21,,135,7,3,1.05,1,15.0,431.85714285714283
A0,A1,A1,225,3,230,3.31,1,259.0,431.0
A0,A0,A1,12,3,0,,1,,
A2,A19,A0,50,3,6,0.13,1,,360.0
A2,A44,A1,450,3,12,0.23,1,0.0,262.85714285714283
A2,A6,A1,300,3,4,0.12,1,,292.0
A0,A1,A0,67,2,87,2.51,1,60.0,430.85714285714283
A2,A4,A1,181,1,0,,1,4.0,
A0,A1,A0,75,2,1,0.1,1,,389.0
A2,A30,A1,125,3,0,,1,11.0,
A0,A15,A1,250,2,24,3.01,1,282.0,430.7142857142857
A0,A16,A0,70,1,3,0.16,2,,353.0
A0,A1,A0,90,5,2,0.76,2,71.0,423.7142857142857
A2,A19,A1,110,2,3,1.55,1,12.0,426.14285714285717
A0,A1,A1,107,3,1,0.12,1,0.0,395.57142857142856
A0,A0,A0,145,3,1,0.04,1,0.0,318.0
A2,A72,A1,100,30,6,0.11,52,311.0,326.57142857142856
A2,A44,A0,135,3,214,2.45,2,167.0,426.85714285714283
A2,A19,A0,60,2,73,2.13,2,136.0,429.14285714285717
A0,A42,A0,65,1,75,1.8,2,,427.42857142857144
A0,A1,A0,45,15,3,0.47,11,,423.85714285714283
A2,A17,A0,60,2,1,0.14,1,83.0,402.57142857142856
A2,A17,A1,200,5,2,0.07,2,0.0,330.7142857142857
A1,A5,A1,50,2,4,0.46,1,,427.0
A2,A14,A1,120,4,6,0.49,1,1.0,411.85714285714283
A0,A0,A1,90,3,0,,4,256.0,
A2,A38,A0,45,7,3,0.15,1,0.0,350.57142857142856
A2,A35,A0,75,1,3,2.81,1,364.0,430.85714285714283
A2,A21,A1,129,5,26,0.58,1,0.0,427.0
A2,A21,A0,119,2,3,1.32,1,2.0,425.57142857142856
A1,A27,A0,56,2,9,2.84,1,4.0,430.57142857142856
A0,A1,A0,101,2,9,0.36,1,364.0,424.0
A0,A0,A1,85,1,1,0.08,2,99.0,375.0
A2,A77,A1,146,3,91,1.52,2,223.0,427.42857142857144
A0,A71,A1,380,4,18,0.98,1,8.0,429.0
A1,A53,A0,40,29,2,0.55,5,32.0,422.0
A0,A82,A1,250,30,6,0.14,1,0.0,278.85714285714283
A0,A62,A0,44,1,8,5.11,1,,431.0
A1,A81,A0,47,3,29,1.02,2,126.0,425.0
A2,A13,A1,395,3,1,0.02,1,340.0,180.85714285714286
A0,A148,A0,75,1,0,,1,7.0,
A0,A85,A1,55,2,0,,1,0.0,
A2,A44,A1,110,1,8,4.0,1,238.0,431.0
A2,A40,A1,120,1,0,,1,,
A2,A17,A0,98,2,94,4.65,1,117.0,431.2857142857143
A0,A1,A1,225,2,10,4.17,1,38.0,429.2857142857143
A2,A44,A1,79,6,8,0.35,1,15.0,429.57142857142856
A0,A25,A0,67,5,50,0.8,5,300.0,390.2857142857143
A0,A148,A1,275,1,1,0.13,1,0.0,398.85714285714283
A2,A6,A0,95,3,0,,1,0.0,
A1,A78,A0,65,2,16,1.15,3,,430.0
A0,A29,A1,130,4,1,0.03,1,0.0,300.85714285714283
A2,A35,A1,550,3,50,6.67,1,199.0,431.85714285714283
A0,A12,A0,61,1,5,3.06,2,138.0,428.7142857142857
A0,A10,A1,185,30,36,0.58,1,358.0,426.14285714285717
A0,A71,A1,109,31,114,1.38,2,110.0,428.0
A0,A16,A1,350,6,0,,3,156.0,
A2,A17,A0,40,1,2,0.04,1,,228.57142857142858
A0,A16,A0,65,3,0,,1,3.0,
A2,A13,A1,250,30,0,,65,334.0,
A0,A59,A1,115,2,1,0.15,1,0.0,404.2857142857143
A2,A4,A1,220,1,9,1.79,1,13.0,427.85714285714283
A0,A1,A0,75,1,2,0.03,1,0.0,176.28571428571428
A1,A5,A0,80,7,0,,1,,
A2,A17,A0,82,1,22,3.84,4,96.0,430.0
A2,A7,A0,85,3,3,3.0,6,90.0,430.2857142857143
A0,A89,A1,750,1,6,0.64,1,179.0,429.85714285714283
A2,A83,A1,246,30,0,,232,332.0,
A1,A23,A1,118,6,2,0.13,1,0.0,405.2857142857143
A0,A18,A0,68,3,2,0.11,1,0.0,378.0
A0,A76,A0,59,8,7,0.33,1,,426.57142857142856
A0,A48,A1,200,1,2,2.0,1,356.0,432.0
A0,A1,A1,170,2,190,2.04,1,,429.85714285714283
A2,A17,A0,65,1,11,0.25,1,0.0,275.0
A1,A47,A1,125,5,0,,1,,
A1,A122,A0,110,1,0,,1,363.0,
A0,A1,A0,85,2,34,2.46,1,336.0,425.14285714285717
A3,A86,A0,68,2,0,,13,364.0,
A2,A38,A1,200,30,0,,1,,
A2,A14,A0,120,2,12,3.91,1,35.0,432.0
A0,A0,A1,125,1,3,0.09,2,0.0,301.0
A2,A33,A0,39,1,13,1.18,2,,430.85714285714283
A2,A17,A0,71,2,64,1.02,2,18.0,430.2857142857143
A2,A19,A0,75,1,2,0.06,1,0.0,373.2857142857143
A0,A63,A1,110,2,38,5.43,2,294.0,431.57142857142856
A0,A16,A0,65,3,3,0.28,2,,411.85714285714283
A2,A38,A1,200,3,6,0.16,1,0.0,289.57142857142856
A0,A140,A1,115,4,9,0.36,1,50.0,362.2857142857143
A1,A9,A2,30,3,0,,12,,
A2,A7,A1,115,4,44,3.41,1,38.0,431.57142857142856
A2,A6,A1,150,1,23,4.66,1,106.0,429.85714285714283
A0,A12,A1,200,5,0,,1,0.0,
A0,A65,A1,200,2,8,0.63,1,177.0,428.14285714285717
A2,A6,A1,150,4,0,,1,0.0,
A0,A16,A0,60,1,9,4.66,2,174.0,430.14285714285717
A0,A42,A1,75,30,4,0.55,6,170.0,429.14285714285717
A0,A15,A0,76,5,1,0.03,1,,276.14285714285717
A2,A44,A1,1075,1,4,0.61,6,365.0,412.0
A1,A31,A1,100,7,3,0.17,3,324.0,430.0
A0,A1,A0,45,1,13,0.26,1,0.0,331.0
A2,A17,A1,72,3,28,1.15,1,0.0,406.7142857142857
A0,A71,A1,160,2,70,1.63,1,342.0,353.14285714285717
A2,A26,A1,150,1,0,,1,,
A0,A1,A1,110,1,19,5.04,1,,431.85714285714283
A0,A15,A1,399,2,5,4.55,1,131.0,431.57142857142856
A1,A23,A0,42,2,39,2.71,3,141.0,429.85714285714283
